2536,359.94,-0.75,4.19,-0.00,-0.01,0.00,0.00,0.02,-0.03,-18.56,17.75,-54.19,-0.12,-0.70,9.75,-0.13,-0.72,9.77,21.95,931.58,21.31,25,0
4185,359.94,-0.75,4.19,-0.00,-0.00,0.00,0.02,0.01,0.02,-19.69,17.06,-54.25,-0.10,-0.70,9.80,-0.12,-0.72,9.77,21.98,931.59,21.38,25,0
5831,359.94,-0.75,4.19,0.00,0.00,0.00,0.00,0.02,0.11,-18.56,17.38,-51.56,-0.13,-0.70,9.89,-0.12,-0.72,9.77,21.98,931.57,21.38,25,0
7478,359.94,-0.75,4.19,0.00,0.00,0.00,0.00,0.02,0.09,-19.25,17.75,-53.19,-0.14,-0.71,9.91,-0.12,-0.72,9.77,22.01,931.57,21.38,26,0
9129,359.94,-0.75,4.19,0.00,0.00,0.00,-0.01,0.01,0.06,-18.88,17.06,-52.88,-0.15,-0.68,9.94,-0.12,-0.72,9.77,22.01,931.54,21.38,26,0
10775,359.94,-0.75,4.19,0.00,0.00,-0.00,-0.02,0.01,0.12,-18.88,17.38,-52.88,-0.15,-0.71,9.90,-0.12,-0.72,9.77,22.01,931.58,21.38,26,0
12421,359.94,-0.75,4.19,0.00,0.00,0.00,-0.02,0.02,0.19,-19.25,17.75,-53.25,-0.13,-0.71,9.88,-0.12,-0.72,9.77,22.01,931.57,21.38,26,0
14071,359.94,-0.75,4.19,-0.00,-0.00,0.00,-0.01,0.02,0.19,-18.19,17.38,-53.25,-0.14,-0.70,9.96,-0.12,-0.72,9.77,22.01,931.55,21.44,26,0
15716,359.94,-0.75,4.19,0.00,0.00,-0.00,-0.02,0.04,0.20,-18.19,17.06,-52.88,-0.15,-0.67,9.98,-0.12,-0.72,9.77,22.01,931.54,21.44,26,0
17363,359.94,-0.75,4.19,-0.00,0.00,0.00,0.01,0.02,0.22,-19.25,17.38,-51.75,-0.11,-0.70,10.00,-0.12,-0.72,9.77,22.01,931.55,21.44,26,0
2506,0.00,-0.81,3.88,-0.00,-0.00,0.00,0.01,-0.03,0.18,-18.88,17.06,-53.25,-0.12,-0.70,9.99,-0.14,-0.67,9.78,22.01,931.52,21.38,26,0
4154,0.00,-0.81,3.88,0.00,0.00,0.00,0.00,-0.03,0.22,-18.56,17.75,-53.25,-0.13,-0.70,10.00,-0.14,-0.67,9.78,22.01,931.60,21.44,26,0
5800,0.00,-0.81,3.88,0.00,0.00,-0.00,-0.01,-0.03,0.16,-18.56,17.75,-52.56,-0.15,-0.70,9.94,-0.14,-0.67,9.78,22.01,931.54,21.44,26,0
7446,0.00,-0.81,3.88,-0.00,-0.00,0.00,0.01,-0.02,0.13,-19.69,17.38,-51.75,-0.12,-0.69,9.91,-0.14,-0.67,9.78,22.05,931.54,21.44,26,0
9092,0.00,-0.81,3.88,0.00,-0.00,0.00,0.01,-0.02,0.15,-18.88,17.06,-52.56,-0.12,-0.69,9.93,-0.14,-0.67,9.78,22.01,931.53,21.44,26,0
10742,0.00,-0.81,3.88,0.00,0.00,0.00,0.00,-0.02,0.17,-17.75,17.06,-53.38,-0.15,-0.69,9.89,-0.14,-0.67,9.78,22.01,931.53,21.44,26,0
12386,0.00,-0.81,3.88,0.00,-0.00,0.00,-0.01,-0.01,0.16,-20.38,17.06,-52.56,-0.15,-0.68,9.95,-0.14,-0.67,9.78,22.05,931.53,21.44,26,0
14033,0.00,-0.81,3.88,0.00,0.00,-0.00,0.00,0.00,0.20,-18.19,17.06,-53.38,-0.14,-0.68,10.00,-0.14,-0.67,9.78,22.01,931.52,21.44,26,0
15678,0.00,-0.81,3.88,0.00,0.00,-0.00,0.00,0.00,0.21,-18.56,17.06,-51.75,-0.13,-0.67,9.99,-0.14,-0.67,9.78,22.05,931.52,21.44,26,0
17335,0.00,-0.81,3.88,0.00,0.00,-0.00,0.00,-0.02,0.20,-18.56,16.69,-52.19,-0.12,-0.69,9.99,-0.14,-0.67,9.78,22.08,931.49,21.44,26,0
18981,0.00,-0.81,3.88,0.00,0.00,0.00,-0.01,-0.01,0.18,-18.88,17.75,-52.56,-0.15,-0.68,9.96,-0.14,-0.67,9.78,22.05,931.51,21.44,26,0
20625,0.00,-0.81,3.88,-0.00,0.00,0.00,0.00,-0.01,0.20,-18.19,16.69,-52.56,-0.14,-0.68,9.98,-0.14,-0.67,9.78,22.05,931.50,21.44,26,0
22270,0.00,-0.81,3.88,0.00,0.00,0.00,0.00,-0.02,0.21,-19.69,16.69,-53.00,-0.13,-0.69,9.99,-0.14,-0.67,9.78,22.05,931.53,21.50,26,0
23920,0.00,-0.81,3.88,0.00,0.00,-0.00,0.00,-0.02,0.17,-18.19,17.75,-52.56,-0.14,-0.68,9.98,-0.14,-0.67,9.78,22.05,931.52,21.44,26,0
25564,0.00,-0.81,3.88,0.00,0.00,0.00,0.00,0.00,0.12,-18.19,16.69,-52.56,-0.14,-0.67,9.90,-0.14,-0.67,9.78,22.01,931.48,21.44,26,0
27211,0.00,-0.81,3.88,0.00,-0.00,0.00,-0.01,0.00,0.12,-18.56,17.06,-53.75,-0.16,-0.67,9.91,-0.14,-0.67,9.78,22.05,931.51,21.50,26,0
28856,0.00,-0.81,3.88,0.00,0.00,0.00,-0.02,-0.04,0.12,-18.88,16.25,-53.00,-0.17,-0.71,9.90,-0.14,-0.67,9.78,22.05,931.50,21.44,26,0
30505,0.00,-0.81,3.88,0.00,0.00,-0.00,0.00,-0.01,0.10,-18.56,17.38,-53.38,-0.14,-0.67,9.96,-0.14,-0.67,9.78,22.05,931.52,21.50,26,0
32151,0.00,-0.81,3.88,0.00,-0.00,0.00,0.01,-0.02,0.18,-19.25,17.06,-53.38,-0.12,-0.69,9.96,-0.14,-0.67,9.78,22.05,931.49,21.50,26,0
33798,0.00,-0.81,3.88,0.00,0.00,0.00,0.00,-0.02,0.22,-18.56,17.38,-53.38,-0.14,-0.69,9.94,-0.14,-0.67,9.78,22.05,931.49,21.50,26,1
35443,0.00,-0.81,3.88,-0.00,0.00,0.00,0.00,0.00,0.22,-18.88,17.75,-53.75,-0.14,-0.67,10.00,-0.14,-0.67,9.78,22.05,931.54,21.50,26,2
37091,0.00,-0.81,3.88,0.00,0.01,0.00,0.00,0.00,0.16,-18.19,17.06,-53.75,-0.13,-0.70,10.03,-0.14,-0.67,9.78,22.05,931.48,21.50,26,2
38734,0.00,-0.81,3.88,-0.00,-0.00,0.00,-0.02,-0.01,0.20,-18.56,17.38,-51.88,-0.17,-0.68,9.98,-0.14,-0.67,9.78,22.05,931.48,21.44,26,2
40381,0.00,-0.81,3.88,0.00,-0.00,0.00,0.00,-0.01,0.15,-18.56,17.06,-52.69,-0.13,-0.68,9.94,-0.14,-0.67,9.78,22.05,931.48,21.50,26,2
42054,0.00,-0.81,3.88,0.00,-0.00,0.00,0.00,-0.02,0.24,-18.56,17.06,-52.69,-0.13,-0.70,10.02,-0.14,-0.67,9.78,22.01,931.48,21.50,26,3
43699,0.00,-0.81,3.88,0.00,0.00,0.00,0.00,-0.01,0.21,-18.19,17.75,-53.06,-0.14,-0.68,9.99,-0.14,-0.67,9.78,22.05,931.48,21.50,26,3
45343,0.00,-0.81,3.88,-0.00,-0.00,-0.00,0.00,-0.02,0.22,-18.56,17.38,-53.06,-0.15,-0.69,10.00,-0.14,-0.67,9.78,22.05,931.48,21.50,26,3
46989,0.00,-0.81,3.88,0.00,0.00,0.00,0.00,-0.01,0.20,-18.88,16.69,-53.38,-0.15,-0.69,9.98,-0.14,-0.67,9.78,22.05,931.50,21.50,26,3
48639,0.00,-0.81,3.88,-0.00,-0.01,0.00,0.00,0.00,0.14,-17.75,17.38,-53.38,-0.13,-0.67,9.93,-0.14,-0.67,9.78,22.05,931.46,21.50,26,3
50284,0.00,-0.81,3.88,-0.00,0.00,0.00,0.01,-0.03,0.16,-18.56,17.38,-53.06,-0.12,-0.70,9.95,-0.14,-0.67,9.78,22.05,931.44,21.50,26,3
51931,0.00,-0.81,3.88,-0.00,0.00,0.00,0.00,-0.01,0.12,-20.06,17.06,-51.88,-0.13,-0.68,9.91,-0.14,-0.67,9.78,22.05,931.49,21.50,26,3
53576,0.00,-0.81,3.88,0.00,0.00,0.00,0.00,-0.02,0.07,-18.19,17.38,-51.88,-0.15,-0.69,9.85,-0.14,-0.67,9.78,22.05,931.47,21.50,26,3
55227,0.00,-0.81,3.88,-0.00,0.00,0.00,0.00,-0.01,0.24,-18.19,17.06,-52.69,-0.15,-0.67,9.91,-0.14,-0.67,9.78,22.05,931.48,21.50,26,3
56871,0.00,-0.81,3.88,0.00,-0.00,0.00,0.00,-0.02,0.22,-17.75,17.75,-53.75,-0.15,-0.69,10.00,-0.14,-0.67,9.78,22.05,931.46,21.50,26,3
58518,0.00,-0.81,3.88,0.00,0.00,0.00,0.00,-0.02,0.22,-18.56,17.38,-51.88,-0.13,-0.69,10.00,-0.14,-0.67,9.78,22.05,931.47,21.50,26,3
60162,0.00,-0.81,3.88,0.00,0.00,-0.00,0.00,-0.02,0.15,-18.56,17.06,-52.69,-0.15,-0.69,10.06,-0.14,-0.67,9.78,22.05,931.47,21.50,26,3
61809,0.00,-0.81,3.88,0.00,-0.00,0.00,0.00,-0.02,0.21,-19.25,15.88,-53.06,-0.14,-0.69,9.99,-0.14,-0.67,9.78,22.05,931.47,21.50,26,3
63456,0.00,-0.81,3.88,0.00,-0.00,0.00,0.00,-0.02,0.18,-18.19,17.38,-53.06,-0.14,-0.70,9.96,-0.14,-0.67,9.78,22.05,931.47,21.50,26,3
65101,0.00,-0.81,3.88,0.00,0.00,-0.00,0.00,-0.01,0.18,-18.56,17.06,-53.38,-0.13,-0.68,9.96,-0.14,-0.67,9.78,22.05,931.45,21.50,26,4
66748,0.00,-0.81,3.88,0.00,-0.00,0.00,0.00,-0.03,0.13,-18.19,17.75,-53.38,-0.13,-0.70,9.91,-0.14,-0.67,9.78,22.05,931.46,21.50,26,4
68405,0.00,-0.81,3.88,0.00,-0.00,-0.00,0.00,-0.02,0.17,-18.19,17.06,-53.06,-0.14,-0.69,9.95,-0.14,-0.67,9.78,22.08,931.49,21.50,26,4
70052,0.00,-0.81,3.88,-0.00,0.00,-0.00,0.00,-0.01,0.14,-18.19,17.38,-51.88,-0.14,-0.68,9.92,-0.14,-0.67,9.78,22.05,931.48,21.50,26,4
71697,0.00,-0.81,3.88,-0.00,0.00,-0.00,0.00,-0.02,0.16,-18.88,17.38,-53.75,-0.13,-0.69,9.94,-0.14,-0.67,9.78,22.05,931.48,21.50,26,4
73344,0.00,-0.81,3.88,-0.00,0.00,0.00,0.00,-0.01,0.21,-18.19,17.06,-52.69,-0.14,-0.68,9.99,-0.14,-0.67,9.78,22.05,931.47,21.50,26,4
74992,0.00,-0.81,3.88,0.00,0.00,0.00,-0.01,-0.01,0.20,-18.56,17.06,-52.69,-0.16,-0.68,9.98,-0.14,-0.67,9.78,22.05,931.49,21.50,26,4
76639,0.00,-0.81,3.88,0.00,0.00,0.00,-0.01,-0.02,0.24,-19.69,17.06,-53.06,-0.15,-0.69,10.02,-0.14,-0.67,9.78,22.05,931.50,21.50,26,4
78285,0.00,-0.81,3.88,0.00,0.00,0.00,0.00,-0.02,0.22,-18.56,17.06,-53.06,-0.15,-0.69,10.01,-0.14,-0.67,9.78,22.05,931.50,21.50,27,4
79932,0.00,-0.81,3.88,0.00,0.00,-0.00,0.00,-0.02,0.18,-18.56,17.06,-54.25,-0.14,-0.69,9.96,-0.14,-0.67,9.78,22.08,931.48,21.50,26,4
81577,0.00,-0.81,3.88,0.00,0.00,0.00,0.00,-0.03,0.16,-18.88,17.06,-52.25,-0.13,-0.70,9.94,-0.14,-0.67,9.78,22.05,931.50,21.50,26,5
83223,0.00,-0.81,3.88,0.00,-0.00,0.00,0.00,0.00,0.19,-18.56,16.69,-53.38,-0.13,-0.67,9.97,-0.14,-0.67,9.78,22.05,931.47,21.50,26,6
84870,0.00,-0.81,3.88,0.00,0.00,0.00,0.00,0.00,0.11,-18.56,17.75,-53.06,-0.14,-0.68,9.92,-0.14,-0.67,9.78,22.08,931.46,21.50,26,6
86519,0.00,-0.81,3.88,0.00,0.00,0.00,0.00,0.00,0.12,-18.88,16.69,-53.88,-0.14,-0.67,9.91,-0.14,-0.67,9.78,22.08,931.48,21.50,26,6
88164,0.00,-0.81,3.88,0.00,-0.01,0.00,0.00,0.00,0.15,-18.88,17.38,-52.25,-0.13,-0.67,9.93,-0.14,-0.67,9.78,22.05,931.48,21.50,26,6
89809,0.00,-0.81,3.88,0.00,0.00,-0.00,-0.01,-0.02,0.22,-18.56,17.38,-53.88,-0.15,-0.69,10.00,-0.14,-0.67,9.78,22.05,931.46,21.50,26,6
91457,0.00,-0.81,3.88,0.00,0.00,-0.00,0.00,-0.01,0.26,-18.88,17.06,-53.06,-0.15,-0.68,10.02,-0.14,-0.67,9.78,22.08,931.48,21.50,27,6
93105,0.00,-0.81,3.88,0.00,-0.00,0.00,-0.01,-0.03,0.22,-16.69,17.38,-53.50,-0.16,-0.70,10.01,-0.14,-0.67,9.78,22.05,931.46,21.50,26,6
94750,0.00,-0.81,3.88,0.00,0.00,-0.00,0.00,-0.02,0.19,-18.19,17.38,-52.69,-0.16,-0.68,10.04,-0.14,-0.67,9.78,22.08,931.46,21.50,27,6
96394,0.00,-0.81,3.88,-0.00,0.00,-0.00,0.00,-0.01,0.19,-18.56,17.06,-52.69,-0.14,-0.68,9.97,-0.14,-0.67,9.78,22.08,931.48,21.50,27,6
98041,0.00,-0.81,3.88,-0.00,0.00,-0.00,0.00,-0.01,0.15,-19.25,17.75,-52.69,-0.14,-0.68,9.93,-0.14,-0.67,9.78,22.05,931.50,21.50,27,6
