1788637,359.88,-0.25,4.81,0.00,0.00,0.00,0.00,-0.01,0.18,-10.75,20.75,-59.25,-0.05,-0.83,9.95,-0.05,-0.82,9.77,22.12,930.46,21.31,27,89
1799268,359.88,-0.25,4.81,0.00,0.00,0.00,0.00,-0.01,0.15,-10.00,20.06,-60.06,-0.05,-0.83,9.92,-0.05,-0.82,9.77,22.08,930.47,21.25,27,90
1809899,359.88,-0.25,4.81,0.00,0.00,0.00,0.01,-0.02,0.14,-9.56,20.75,-59.25,-0.03,-0.85,9.91,-0.05,-0.82,9.77,22.08,930.44,21.25,27,90
1820530,359.88,-0.25,4.81,0.00,-0.00,0.00,-0.01,0.00,0.18,-10.75,20.75,-59.69,-0.04,-0.82,9.95,-0.05,-0.82,9.77,22.08,930.43,21.25,27,90
1841790,359.88,-0.25,4.81,0.00,0.00,0.00,-0.01,-0.01,0.20,-10.38,20.38,-59.25,-0.06,-0.84,9.97,-0.05,-0.82,9.77,22.08,930.44,21.25,27,90
1852422,359.88,-0.25,4.81,0.00,0.00,0.00,0.00,-0.01,0.14,-10.00,20.38,-59.69,-0.04,-0.84,9.91,-0.05,-0.82,9.77,22.08,930.44,21.25,27,91
1863053,359.88,-0.25,4.81,-0.00,0.00,-0.00,0.00,-0.02,0.23,-10.00,20.06,-58.88,-0.04,-0.85,10.00,-0.05,-0.82,9.77,22.08,930.43,21.25,27,92
1873683,359.88,-0.25,4.81,0.00,-0.00,0.00,0.03,0.00,0.24,-11.06,21.56,-58.56,-0.01,-0.82,10.01,-0.05,-0.82,9.77,22.08,930.47,21.31,27,93
1884316,359.88,-0.25,4.81,0.00,0.00,-0.00,0.00,-0.01,0.20,-9.25,20.38,-58.06,-0.05,-0.84,9.97,-0.05,-0.82,9.77,22.12,930.47,21.31,27,93
1894946,359.88,-0.25,4.81,0.00,0.00,0.00,0.00,0.02,0.17,-8.06,20.75,-57.75,-0.05,-0.79,9.94,-0.05,-0.82,9.77,22.15,930.46,21.25,27,94
1905576,359.88,-0.25,4.81,-0.00,-0.00,-0.00,0.00,-0.01,0.18,-7.75,20.06,-58.06,-0.05,-0.84,9.95,-0.05,-0.82,9.77,22.15,930.47,21.31,27,94
1916206,359.88,-0.25,4.81,-0.00,0.00,-0.00,0.00,-0.01,0.26,-9.56,20.38,-58.88,-0.05,-0.84,10.04,-0.05,-0.82,9.77,22.18,930.46,21.31,27,94
1926838,359.88,-0.25,4.81,0.00,0.00,0.00,0.00,-0.01,0.23,-9.25,19.69,-58.06,-0.04,-0.84,10.00,-0.05,-0.82,9.77,22.18,930.45,21.31,27,95
1937468,359.88,-0.25,4.81,-0.00,-0.00,-0.00,-0.06,0.00,0.09,-8.50,19.25,-58.88,-0.11,-0.82,9.86,-0.05,-0.82,9.77,22.18,930.46,21.31,27,95
1948096,359.88,-0.25,4.81,0.00,0.00,-0.00,0.01,-0.05,0.20,-8.88,19.69,-59.69,-0.03,-0.88,9.97,-0.05,-0.82,9.77,22.22,930.44,21.31,27,96
1958728,359.88,-0.25,4.81,0.00,0.00,-0.00,0.02,0.01,0.25,-9.25,19.69,-58.06,-0.02,-0.81,10.02,-0.05,-0.82,9.77,22.22,930.46,21.31,27,97
1969359,359.88,-0.25,4.81,0.00,0.00,0.00,-0.01,-0.02,0.11,-9.56,19.69,-57.75,-0.06,-0.85,9.88,-0.05,-0.82,9.77,22.25,930.42,21.31,27,98
1979991,359.88,-0.25,4.81,0.00,-0.00,-0.00,0.00,0.01,0.12,-9.25,20.38,-58.06,-0.04,-0.86,10.06,-.05,-0.82,9.77,22.22,930.46,21.31,27,98
1990621,359.88,-0.25,4.81,0.00,-0.00,0.00,0.01,-0.02,0.22,-8.88,20.38,-59.25,-0.03,-0.85,9.99,-0.05,-0.82,9.77,22.25,930.46,21.31,27,99
2001252,359.88,-0.25,4.81,0.00,-0.00,0.00,-0.01,-0.01,0.25,-9.56,20.38,-58.06,-0.06,-0.84,10.02,-0.05,-0.82,9.77,22.25,930.41,21.25,27,99
2011883,359.88,-0.25,4.81,0.00,0.00,-0.00,0.02,0.00,0.13,-8.06,19.69,-58.50,-0.05,-0.82,9.94,-0.05,-0.82,9.77,22.25,930.45,21.25,27,100
2022513,359.88,-0.25,4.81,-0.00,0.00,-0.00,0.00,-0.01,0.19,-10.00,19.25,-58.50,-0.04,-0.84,9.96,-0.05,-0.82,9.77,22.22,930.47,21.25,27,101
2033145,359.88,-0.25,4.81,0.00,-0.00,0.00,0.00,-0.03,0.18,-8.50,20.75,-58.50,-0.04,-0.86,9.95,-0.05,-0.82,9.77,22.25,930.47,21.25,27,101
2043776,359.88,-0.25,4.81,0.00,0.00,0.00,-0.02,-0.06,0.16,-8.50,20.06,-59.69,-0.05,-0.86,9.89,-0.05,-0.82,9.77,22.25,930.46,21.25,27,102
2054405,359.88,-0.25,4.81,-0.00,0.00,0.00,-0.01,0.00,0.20,-10.00,20.06,-59.25,-0.06,-0.82,9.97,-0.05,-0.82,9.77,22.25,930.48,21.31,27,103
