2836,22.96,932.77,21.81,25,0
4489,22.96,932.79,21.81,25,0
6154,22.96,932.78,21.81,25,0
7797,22.99,932.79,21.88,25,0
9438,22.99,932.76,21.88,26,0
11079,22.99,932.78,21.88,26,0
12722,22.99,932.77,21.88,26,0
14365,22.99,932.73,21.88,26,0
16008,22.99,932.71,21.88,26,0
17650,22.99,932.73,21.88,26,0
19292,23.03,932.72,21.94,26,0
20935,22.99,932.77,21.94,26,0
22580,22.99,932.72,21.94,26,0
24223,22.99,932.72,21.94,26,1
25866,22.96,932.72,21.94,26,1
27511,22.99,932.68,21.94,26,1
29153,22.99,932.67,21.94,26,1
30802,22.99,932.69,21.94,26,1
32444,22.99,932.67,21.94,26,1
34086,22.96,932.65,21.94,26,1
35728,22.96,932.65,21.94,26,1
37371,22.99,932.64,21.94,26,1
39013,22.99,932.66,22.00,26,1
40652,22.96,932.64,22.00,26,1
42294,22.99,932.63,22.00,26,1
43937,22.99,932.64,22.00,26,1
45581,22.96,932.65,22.00,26,1
47224,22.99,932.64,22.00,26,1
48866,22.96,932.61,22.00,26,1
50506,22.99,932.60,22.00,26,1
52150,22.96,932.61,22.00,26,1
53794,22.99,932.61,22.00,26,1
55437,22.96,932.58,22.00,26,1
57079,22.99,932.57,22.00,26,1
58726,22.96,932.58,22.00,26,1
60367,22.96,932.59,22.00,26,1
62011,22.99,932.63,22.00,26,1
63655,22.93,932.59,22.00,26,1
65296,22.96,932.61,22.00,27,1
66940,22.96,932.58,22.00,26,1
68584,22.93,932.56,22.00,26,1
70227,22.93,932.58,22.00,27,1
71868,22.93,932.57,22.00,27,1
73510,22.89,932.58,22.00,27,1
75152,22.89,932.58,22.00,27,1
76796,22.89,932.54,22.00,27,1
78439,22.86,932.53,22.00,27,1
80081,22.89,932.58,22.00,27,1
81723,22.89,932.55,22.00,27,1
83365,22.89,932.54,22.00,27,1
85012,22.89,932.55,22.00,27,1
86655,22.89,932.58,22.00,27,1
88298,22.86,932.54,22.00,27,1
89940,22.86,932.57,22.00,27,1
91581,22.86,932.50,22.00,27,1
93225,22.86,932.57,22.00,27,1
94868,22.83,932.52,22.00,27,1
96511,22.83,932.55,22.00,27,1
98153,22.83,932.52,22.00,27,1
99795,22.83,932.51,22.00,27,1
101436,22.79,932.55,22.00,27,1
103078,22.83,932.53,22.00,27,1
104722,22.79,932.53,22.00,27,1
106366,22.79,932.53,22.00,27,1
108028,22.79,932.51,22.00,27,1
109671,22.79,932.53,22.00,27,1
111316,22.79,932.52,22.00,27,1
112962,22.76,932.53,22.06,27,1
114605,22.79,932.48,22.00,27,2
116247,22.76,932.51,22.00,27,2
117892,22.79,932.52,22.00,27,2
119535,22.76,932.49,22.00,27,2
121178,22.76,932.49,22.00,27,2
122821,22.72,932.52,22.06,27,2
124466,22.76,932.52,22.00,27,2
126107,22.76,932.52,22.00,27,2
127749,22.76,932.48,22.00,27,2
129392,22.72,932.51,22.00,27,2
131034,22.72,932.53,22.06,27,2
132678,22.72,932.51,22.00,27,2
134322,22.72,932.48,22.00,27,2
135963,22.72,932.51,22.00,27,2
137606,22.72,932.49,22.00,27,2
139253,22.76,932.50,22.00,27,2
140898,22.72,932.48,22.00,27,3
142540,22.72,932.51,22.06,27,3
144183,22.72,932.53,22.06,27,3
145826,22.72,932.52,22.06,27,3
147468,22.72,932.52,22.06,27,3
149113,22.69,932.50,22.06,27,3
150757,22.72,932.52,22.06,27,3
152401,22.72,932.50,22.06,27,3
154046,22.72,932.49,22.00,27,3
155688,22.72,932.53,22.06,27,3
157331,22.69,932.52,22.06,27,3
158972,22.66,932.52,22.06,27,3
160615,22.69,932.52,22.06,27,3
162259,22.69,932.53,22.06,27,3
163903,22.66,932.54,22.06,27,3
165548,22.72,932.51,22.06,27,3
167191,22.66,932.49,22.00,27,3
168833,22.66,932.54,22.06,27,3
170477,22.62,932.52,22.06,27,3
172120,22.69,932.52,22.00,27,3
173762,22.62,932.53,22.00,27,3
175403,22.62,932.53,22.06,27,3
177047,22.62,932.56,22.06,27,3
178687,22.62,932.52,22.00,27,3
180329,22.66,932.52,22.00,27,3
181971,22.59,932.53,22.00,27,4
183615,22.62,932.51,22.00,27,4
185258,22.62,932.53,22.06,27,4
186900,22.62,932.51,22.00,27,4
188542,22.62,932.55,22.06,27,5
190185,22.62,932.56,22.06,27,5
191832,22.62,932.55,22.06,27,5
193476,22.62,932.53,22.00,27,5
195119,22.62,932.54,22.00,27,5
196764,22.59,932.54,22.00,27,5
198406,22.62,932.53,22.00,27,5
200049,22.62,932.51,22.00,27,5
201692,22.62,932.52,22.00,27,6
203337,22.59,932.54,22.00,27,6
204981,22.62,932.51,22.00,27,6
206624,22.59,932.54,22.00,27,6
208275,22.62,932.51,22.00,27,6
209929,22.59,932.52,22.00,27,6
211572,22.62,932.55,22.00,27,6
213213,22.59,932.53,22.00,27,6
214858,22.59,932.53,22.00,27,6
216501,22.62,932.53,22.00,27,6
218154,22.56,932.57,22.00,27,6
219800,22.59,932.53,22.00,27,6
221444,22.59,932.57,22.00,27,6
223090,22.56,932.50,22.00,27,6
224736,22.56,932.53,22.00,27,6
226381,22.56,932.58,22.00,27,6
228024,22.59,932.54,22.00,27,6
229670,22.56,932.54,22.00,27,7
231315,22.59,932.56,22.00,27,8
232961,22.56,932.55,22.00,27,8
234606,22.59,932.54,22.00,27,8
236252,22.56,932.53,22.00,27,8
237897,22.59,932.53,22.00,27,8
239541,22.56,932.53,22.00,27,8
241185,22.56,932.54,22.00,27,8
242830,22.56,932.53,22.00,27,8
244478,22.56,932.52,22.00,27,8
246122,22.56,932.56,22.00,27,8
247766,22.52,932.53,22.00,27,8
249411,22.56,932.53,22.00,27,8
251057,22.56,932.53,22.00,27,8
252703,22.56,932.52,22.00,27,8
254348,22.56,932.53,22.00,27,8
255991,22.52,932.57,22.00,27,9
257637,22.56,932.55,22.00,27,9
259282,22.52,932.53,21.94,27,9
260925,22.56,932.53,21.94,27,10
262570,22.56,932.54,22.00,27,10
264215,22.52,932.54,22.00,27,10
265859,22.56,932.54,22.00,27,10
267503,22.59,932.53,22.00,27,10
269150,22.52,932.55,22.00,27,10
270795,22.56,932.53,22.00,27,10
272439,22.56,932.57,22.00,27,10
274083,22.56,932.59,22.00,27,10
275728,22.56,932.54,22.00,27,10
277373,22.56,932.57,22.00,27,10
279017,22.52,932.56,22.00,27,10
280659,22.56,932.55,22.00,27,10
282305,22.56,932.54,22.00,27,11
283949,22.52,932.53,22.00,27,12
285593,22.52,932.56,22.00,27,12
287237,22.52,932.53,22.00,27,12
2946,0.00,-0.62,4.38,22.52,932.60,21.81,27,0
4586,0.00,-0.62,4.38,22.52,932.63,21.88,27,0
6226,0.00,-0.62,4.38,22.52,932.63,21.88,27,0
2756,359.94,-0.56,4.38,23.06,932.66,21.62,25,0
4399,359.94,-0.56,4.38,23.06,932.68,21.69,25,0
6039,359.94,-0.56,4.38,23.06,932.68,21.69,25,0
2986,0.00,-0.50,4.38,-0.00,-0.00,-0.00,22.89,932.66,21.69,26,0
4627,0.00,-0.50,4.38,-0.00,-0.00,0.00,22.89,932.62,21.69,26,0
6269,0.00,-0.50,4.38,0.00,0.00,-0.00,22.89,932.67,21.69,26,0
7910,0.00,-0.50,4.38,-0.00,-0.00,0.00,22.86,932.64,21.69,26,0
9551,0.00,-0.50,4.38,0.00,0.00,0.00,22.86,932.64,21.75,26,0
11192,0.00,-0.50,4.38,0.00,-0.00,-0.00,22.83,932.61,21.75,26,0
12862,0.00,-0.50,4.38,-0.00,-0.00,-0.00,22.83,932.62,21.75,26,0
14503,0.00,-0.50,4.38,-0.00,0.00,-0.00,22.83,932.61,21.75,26,0
16144,0.00,-0.50,4.38,-0.00,-0.01,0.00,22.83,932.61,21.75,26,0
17786,0.00,-0.50,4.38,0.00,0.00,-0.00,22.79,932.63,21.75,26,0
19427,0.00,-0.50,4.38,-0.00,-0.00,-0.00,22.83,932.61,21.75,26,0
21069,0.00,-0.50,4.38,0.00,0.00,-0.00,22.79,932.63,21.75,26,0
22711,0.00,-0.50,4.38,0.00,0.00,0.00,22.76,932.58,21.75,26,0
24350,0.00,-0.50,4.38,0.00,0.00,-0.00,22.76,932.61,21.75,26,0
25995,0.00,-0.50,4.38,0.00,0.00,0.00,22.76,932.63,21.81,26,0
27637,0.00,-0.50,4.38,-0.00,0.00,0.00,22.79,932.62,21.81,26,0
29279,0.00,-0.50,4.38,0.00,0.00,-0.00,22.76,932.62,21.81,26,1
30923,0.00,-0.50,4.38,0.00,0.00,0.00,22.72,932.59,21.81,26,1
32565,0.00,-0.50,4.38,0.00,0.01,-0.00,22.72,932.57,21.81,26,1
34207,0.00,-0.50,4.38,0.00,0.00,-0.00,22.69,932.59,21.81,26,1
35848,0.00,-0.50,4.38,0.00,-0.00,0.00,22.72,932.61,21.81,26,1
37489,0.00,-0.50,4.38,0.00,0.00,0.00,22.69,932.59,21.81,26,1
39134,0.00,-0.50,4.38,0.00,0.00,-0.00,22.69,932.59,21.81,26,1
40775,0.00,-0.50,4.38,0.00,0.00,0.00,22.69,932.57,21.81,26,1
42415,0.00,-0.50,4.38,-0.00,0.00,0.00,22.72,932.61,21.81,26,1
44056,0.00,-0.50,4.38,0.00,0.00,0.00,22.69,932.58,21.81,26,1
45697,0.00,-0.50,4.38,-0.00,0.00,-0.00,22.66,932.61,21.81,26,1
47339,0.00,-0.50,4.38,0.00,-0.00,-0.00,22.69,932.57,21.81,26,1
48980,0.00,-0.50,4.38,0.00,-0.00,0.00,22.66,932.55,21.81,26,2
50621,0.00,-0.50,4.38,0.00,-0.00,-0.00,22.66,932.58,21.81,26,2
52268,0.00,-0.50,4.38,-0.00,-0.00,-0.00,22.66,932.60,21.81,27,2
53910,0.00,-0.50,4.38,-0.00,-0.00,0.00,22.62,932.58,21.81,27,3
55553,0.00,-0.50,4.38,-0.00,-0.00,0.00,22.66,932.57,21.81,26,3
57195,0.00,-0.50,4.38,0.00,0.00,-0.00,22.66,932.57,21.81,27,3
58836,0.00,-0.50,4.38,0.00,0.00,-0.00,22.62,932.53,21.81,27,3
60477,0.00,-0.50,4.38,-0.00,-0.00,0.00,22.62,932.55,21.81,27,3
62118,0.00,-0.50,4.38,0.00,-0.00,0.00,22.62,932.62,21.88,27,3
63760,0.00,-0.50,4.38,0.00,-0.00,0.00,22.59,932.58,21.81,27,3
65412,0.00,-0.50,4.38,0.00,-0.00,0.00,22.59,932.54,21.81,27,3
67053,0.00,-0.50,4.38,-0.00,0.00,-0.00,22.59,932.59,21.88,27,3
68695,0.00,-0.50,4.38,0.00,0.00,0.00,22.59,932.54,21.81,27,3
70334,0.00,-0.50,4.38,-0.00,0.00,0.00,22.59,932.55,21.81,27,3
71976,0.00,-0.50,4.38,-0.00,-0.00,0.00,22.59,932.55,21.81,27,4
73617,0.00,-0.50,4.38,0.00,-0.00,0.00,22.59,932.57,21.81,27,5
75258,0.00,-0.50,4.38,-0.00,0.00,0.00,22.56,932.56,21.81,27,5
76899,0.00,-0.50,4.38,0.00,-0.00,0.00,22.56,932.53,21.81,27,5
78541,0.00,-0.50,4.38,-0.00,0.00,-0.00,22.56,932.54,21.81,27,5
80184,0.00,-0.50,4.38,-0.00,0.00,0.00,22.56,932.52,21.81,27,5
81827,0.00,-0.50,4.38,0.00,0.00,0.00,22.52,932.51,21.81,27,5
83470,0.00,-0.50,4.38,0.00,0.00,0.00,22.56,932.55,21.88,27,5
85111,0.00,-0.50,4.38,0.00,-0.00,-0.00,22.52,932.54,21.88,27,5
86752,0.00,-0.50,4.38,0.00,0.00,0.00,22.52,932.56,21.88,27,5
88394,0.00,-0.50,4.38,0.00,0.00,-0.00,22.52,932.55,21.88,27,5
90036,0.00,-0.50,4.38,0.00,0.00,0.00,22.52,932.52,21.81,27,5
91677,0.00,-0.50,4.38,0.00,-0.00,0.00,22.49,932.51,21.81,27,5
93323,0.00,-0.50,4.38,0.00,0.00,0.00,22.49,932.50,21.81,27,5
94967,0.00,-0.50,4.38,0.00,-0.00,-0.00,22.49,932.51,21.88,27,5
96608,0.00,-0.50,4.38,0.00,0.00,0.00,22.49,932.53,21.88,27,5
98250,0.00,-0.50,4.38,-0.00,0.01,-0.00,22.52,932.56,21.88,27,5
99891,0.00,-0.50,4.38,0.00,0.00,-0.00,22.49,932.49,21.81,27,5
2936,359.94,-0.50,4.44,-0.00,-0.00,0.00,-0.02,0.01,0.17,22.49,932.56,21.75,27,0
4577,359.88,-0.50,4.44,-0.00,-0.00,0.00,0.12,-0.02,0.21,22.45,932.61,21.75,27,0
6223,359.88,-0.50,4.44,0.00,-0.00,-0.00,-0.01,0.00,0.15,22.49,932.59,21.75,27,0
7867,359.88,-0.50,4.44,0.00,-0.00,0.00,-0.01,0.00,0.22,22.45,932.54,21.75,27,0
9518,359.88,-0.50,4.44,-0.00,-0.00,0.00,-0.02,0.00,0.11,22.49,932.58,21.75,27,0
11171,359.88,-0.50,4.44,0.00,-0.00,0.00,-0.04,-0.01,0.13,22.45,932.54,21.75,27,0
12814,359.88,-0.50,4.44,0.00,0.00,0.00,0.00,0.00,0.24,22.45,932.54,21.75,27,0
14458,359.88,-0.50,4.44,-0.00,-0.00,0.00,0.00,-0.01,0.21,22.45,932.55,21.81,27,0
16100,359.88,-0.50,4.44,-0.00,-0.00,-0.00,-0.01,0.00,0.28,22.45,932.53,21.75,27,0
17743,359.88,-0.50,4.44,-0.00,0.00,0.00,-0.01,0.00,0.22,22.45,932.53,21.81,27,0
19387,359.88,-0.50,4.44,0.00,0.00,-0.00,-0.01,-0.01,0.16,22.42,932.52,21.75,27,0
21029,359.88,-0.50,4.44,-0.00,0.00,0.00,-0.02,0.00,0.17,22.42,932.53,21.81,27,0
22672,359.88,-0.50,4.44,0.00,0.00,0.00,0.00,0.00,0.14,22.42,932.54,21.81,27,0
24313,359.88,-0.50,4.44,0.00,-0.00,0.00,-0.03,-0.01,0.22,22.42,932.53,21.81,27,0
25956,359.88,-0.50,4.44,0.00,0.00,-0.00,-0.02,-0.01,0.27,22.45,932.51,21.81,27,0
27602,359.88,-0.50,4.44,0.00,-0.01,0.00,-0.03,0.01,0.22,22.45,932.54,21.81,27,0
29243,359.88,-0.50,4.44,0.00,-0.00,0.00,-0.03,0.03,0.19,22.42,932.57,21.81,27,1
30884,359.88,-0.50,4.44,0.00,-0.00,0.00,0.01,0.01,0.15,22.45,932.52,21.81,27,1
32528,359.88,-0.50,4.44,-0.00,-0.00,0.00,0.00,0.00,0.14,22.42,932.54,21.81,27,1
34171,359.88,-0.50,4.44,-0.00,0.00,0.00,-0.01,0.00,0.21,22.45,932.51,21.81,27,1
35813,359.88,-0.50,4.44,-0.00,0.00,-0.00,0.00,-0.01,0.23,22.42,932.54,21.81,27,2
37460,359.88,-0.50,4.44,0.00,-0.00,-0.00,-0.02,-0.01,0.23,22.45,932.52,21.81,27,2
39103,359.88,-0.50,4.44,-0.00,-0.00,0.00,-0.01,0.00,0.24,22.42,932.49,21.81,27,2
40744,359.88,-0.50,4.44,-0.00,-0.00,0.00,-0.07,0.00,0.22,22.42,932.53,21.81,27,2
42386,359.88,-0.50,4.44,-0.00,0.00,0.00,-0.03,0.00,0.19,22.39,932.53,21.81,27,2
44029,359.88,-0.50,4.44,0.00,0.00,-0.00,-0.02,0.00,0.15,22.39,932.54,21.81,27,2
45673,359.88,-0.50,4.44,0.00,0.00,-0.00,0.00,0.00,0.25,22.42,932.49,21.81,27,2
47319,359.88,-0.50,4.44,0.00,0.00,0.00,-0.01,0.00,0.23,22.42,932.53,21.81,27,3
48963,359.88,-0.50,4.44,-0.00,-0.00,-0.00,-0.03,0.00,0.25,22.39,932.50,21.81,27,3
50605,359.88,-0.50,4.44,-0.00,-0.00,0.00,-0.01,-0.01,0.21,22.39,932.52,21.81,27,3
52246,359.88,-0.50,4.44,-0.00,0.00,0.00,-0.03,0.00,0.22,22.39,932.53,21.81,27,3
53889,359.88,-0.50,4.44,0.00,0.00,0.00,-0.01,0.00,0.17,22.42,932.54,21.81,27,3
55534,359.88,-0.50,4.44,0.00,0.00,0.00,-0.02,0.00,0.05,22.39,932.52,21.81,27,3
57176,359.88,-0.50,4.44,0.00,0.00,-0.00,0.00,-0.01,0.13,22.39,932.53,21.81,27,3
58831,359.88,-0.50,4.44,0.00,0.00,-0.00,0.00,0.00,0.15,22.39,932.52,21.81,27,3
60475,359.88,-0.50,4.44,-0.00,0.00,0.00,-0.02,0.00,0.28,22.42,932.55,21.81,27,3
62118,359.88,-0.50,4.44,-0.00,0.00,0.00,-0.03,-0.01,0.20,22.39,932.50,21.81,27,3
63761,359.88,-0.50,4.44,-0.00,-0.00,0.00,-0.01,-0.01,0.24,22.42,932.53,21.81,27,3
65403,359.88,-0.50,4.44,0.00,-0.00,0.00,0.00,-0.01,0.22,22.42,932.55,21.81,27,3
67047,359.88,-0.50,4.44,-0.00,-0.00,0.00,-0.02,0.00,0.18,22.42,932.51,21.81,27,3
68694,359.88,-0.50,4.44,-0.00,-0.00,0.00,-0.02,0.01,0.18,22.39,932.55,21.81,27,3
70338,359.88,-0.50,4.44,0.00,0.00,0.00,-0.02,0.00,0.15,22.42,932.50,21.81,27,3
71979,359.88,-0.50,4.44,0.00,0.00,0.00,-0.08,-0.02,0.12,22.39,932.53,21.81,27,3
2326,0.06,-0.56,4.38,-0.00,-0.00,0.00,0.02,-0.01,0.10,21.98,931.66,21.12,24,0
3971,0.06,-0.56,4.38,0.00,0.00,-0.00,0.00,0.01,0.15,22.01,931.65,21.12,24,0
5613,0.06,-0.56,4.38,0.00,0.00,-0.00,-0.02,0.00,0.10,22.01,931.62,21.12,24,0
7261,0.06,-0.56,4.38,0.00,0.00,-0.00,0.00,0.00,0.10,22.01,931.58,21.12,25,0
